Handle,Variant Barcode,Title,Body (HTML),Vendor,Product Category,Type,Tags,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Gift Card,Variant Weight Unit,Cost per item,Included / United States,Included / International,Status
novembers-doom-major-arcana-colored-vinyl-gold-black-gatefold-lp-jacket-limited-edition-140-gram-vinyl-20250919,884388889897,"Novembers Doom - Major Arcana LP (Colored Vinyl, Gold, Black, Gatefold LP Jacket, Limited Edition, 140 Gram Vinyl)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Novembers Doom return with their twelfth full-length album, which is entitled ""Major Arcana"". Following six long years after their acclaimed latest opus ""Nephilim Grove"" (2019), the American dark metal stalwarts have raised the stakes even higher by creating a conceptual album that thematically draws inspiration from tarot and divination. This overarching theme reflects in the artwork and design of ""Major Arcana"" as well as in the lyrical storytelling throughout the album. Founded in 1989 in Chicago, Illinois by vocalist Paul Kuhr, Novembers Doom have continued to grow and evolve over more than three decades. Initially emerging as one of the leaders of American death doom, their debut album ""Amid It's Hallowed Mirth"" in early 1995 set the band firmly on a dark musical course. Over the following years, they have gradually refined and developed a style that they have coined ""dark metal"". Novembers Doom's mastery of seamlessly blending their death metal and doom roots with progressive, folk, and classic rock influences has allowed the band to grow and change in fresh and surprising ways, while always retaining their signature feel and atmospheres that have remained a constant throughout the band's career. From the hauntingly ethereal vibes of the opening track, 'June', through brutally crushing songs like 'Ravenous', as well as the epic sadness and yearning of tracks like 'Mercy' and 'Bleed Static' to the frenetically energetic hooks found on 'The Fool' and 'Dusking Day', their twelfth opus witnesses Novembers Doom covering a wide range of sounds and emotions. Get ready to hear ""Major Arcana"" and to see it unleashed onto an eagerly anticipating world!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,42.1746,49.1746,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/38/4444238-3419540.jpg,FALSE,lb,36.1746,TRUE,TRUE,draft
barenboim-daniel-beethoven-symphonies-7-9-20250919,5021732526243,"Barenboim, Daniel - Beethoven: Symphonies 7 & 9 LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>""I waited a very long time to record the Beethoven symphonies,"" said Daniel Barenboim when this cycle was first released in 2000. ""I waited for the music to mature in me - or me in it - and to find an orchestra that not only did what I asked it to do, but which really felt every detail in the music exactly as I did at the moment we were playing it. This is the greatest joy that a conductor can have."" This is the second set of 3LPs, after the first one released in May (Symphonies 3-5); these recordings are released for the very first time on vinyl.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,52.184599999999996,59.98,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/55/4444255-3419451.jpg,FALSE,lb,46.184599999999996,TRUE,TRUE,draft
crookes-joy-juniper-explicit-lyrics-colored-vinyl-red-20250919,198029479317,"Crookes, Joy - Juniper LP (Explicit Lyrics, Colored Vinyl, Red)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,28.314600000000002,35.3146,TRUE,TRUE,,FALSE,lb,22.314600000000002,TRUE,TRUE,draft
fruit-distro-collective-just-life-20250919,821555206378,Fruit Distro Collective - Just.Life. LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,33.7046,40.7046,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/79/4441579-3415281.jpg,FALSE,lb,27.7046,TRUE,TRUE,draft
wau-y-los-arrrghs-copa-raya-paliza-extended-play-20250919,8435008873929,"Wau y Los Arrrghs - Copa, Raya, Paliza LP (Extended Play)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Valencia-based band Wau y Los Arrrghs!!! is made up of five punk rock hooligans as raw and real as chaos itself - led by one of the wildest frontmen around, Juanito Wau. This 45 brings back two anthemic tracks from Spain's undisputed kings of garage punk! Originally produced by Jorge Explosion over a decade ago, 'Copa, raya, paliza' and 'Es un buen dia' are guaranteed party-starters no garage DJ should be without. Limited edition Neon pink vinyl split release with Munster Records 1. COPA, RAYA, PALIZA 2. ES UN BUEN DIA</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,40,shopify,continue,manual,20.614600000000003,27.614600000000003,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/10/4443310-3432394.jpg,FALSE,lb,14.614600000000001,TRUE,TRUE,draft
fontaine-brigitte-rue-saint-louis-en-l-iile-holland-import-20250919,5021732637109,"Fontaine, Brigitte - Rue Saint-Louis En L'Iile LP (Holland - Import)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,48.3423,54.99,TRUE,TRUE,,FALSE,lb,42.3423,TRUE,TRUE,draft
soul-jazz-records-presents-latin-fire-cumbia-salsa-afro-funk-tropical-dance-music-from-discos-fuentes-colombia-1956-83-gatefold-lp-jacket-digital-download-card-20250919,5026328005775,"Soul Jazz Records Presents - Latin Fire! Cumbia Salsa Afro-Funk: Tropical Dance Music From Discos Fuentes, Colombia 1956-83 LP (Gatefold LP Jacket, Digital Download Card)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,40.6346,47.6346,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/16/4448316-3428740.jpg,FALSE,lb,34.6346,TRUE,TRUE,draft
potatohead-people-slippery-elm-emerald-tablet-colored-vinyl-white-20250919,674276745585,"Potatohead People / Slippery Elm - Emerald Tablet LP (Colored Vinyl, White)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,26.0046,33.004599999999996,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/22/4448322-3428770.jpg,FALSE,lb,20.0046,TRUE,TRUE,draft
dyani-johnny-witchdoctor-s-son-20250919,716043109814,"Dyani, Johnny - Witchdoctor’s Son LP","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>""... Witchdoctor's Son contains the most infectious, buoyant, gleeful music... The interaction between Pukwana and Tchicai's vastly differing phrase sensibilities is one of the joys of this recording... "" (Lange, Down Beat)""... from Dyani's most consistently inventive period... "" (The Penguin Guide To JAZZ)The timeless brilliance of jazz with the remastered edition of Johnny Dyani's Witchdoctor's Son, originally recorded in 1978 brings together musicians from South Africa, Denmark, and Brazil, blending their unique styles with the rich heritage of American jazz. The presence of John Tchicai, a stalwart of the New York jazz scene, adds depth to this remarkable record. The music is deeply rooted in South African traditions, with themes composed by Johnny Dyani and Dudu Pukwana, and traditional tunes arranged by them. The spirit of Africa, especially the Xhosa world, is a constant presence throughout the album.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.7923,43.7923,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/58/4442658-3418342.jpg,FALSE,lb,30.7923,TRUE,TRUE,draft
marianelli-dario-thibaudet-jean-yves-pride-prejudice-original-soundtrack-limited-edition-deluxe-edition-anniversary-edition-20250919,028948712274,"Marianelli, Dario / Thibaudet, Jean-Yves - Pride & Prejudice (Original Soundtrack) LP (Limited Edition, Deluxe Edition, Anniversary Edition)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Dario Marianelli/Jean-Yves Thibaudet - ""Pride & Prejudice (Music From The Motion Picture)"". In honor of it's 20th anniversary, the acclaimed soundtrack to Pride & Prejudice makes it's long-awaited return to vinyl. Dario Marianelli's beloved score for Joe Wright's 2005 film adaptation - starring Keira Knightley and Matthew Macfadyen - is performed by acclaimed pianist Jean-Yves Thibaudet and the English Chamber Orchestra. Nominated for an Academy Award and two World Soundtrack Awards, and newly certified Gold by the RIAA, the soundtrack continues to enchant a new generation of listeners. The newly designed Twentieth Anniversary Edition is housed in a deluxe gatefold jacket and contains a 16-page booklet with rare photos. Limited Edition.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.7846,43.7846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/01/4427601-3431622.jpg,FALSE,lb,30.784599999999998,TRUE,TRUE,draft
mirador-mirador-20250919,602478702426,Mirador - Mirador LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Mirador - ""Mirador"". Mirador conjure sky-shaking, boundary-bursting rock 'n' roll by invoking spirits of Ancient myth, traditional folklore and Delta-born blues in one concentrated musical incantation. In the band, 21st century guitar hero, innovator, songwriter and GRAMMY-winning Greta Van Fleet co-founder Jake Kiszka not only shares vocal and guitar duties with Chris Turpin of Ida Mae, but he also shines as a producer/songwriter, stepping out on his own. Initially, the world got to know Mirador when they spent a month supporting Greta Van Fleet's Starcatcher World Tour in 2024. Galvanized by this nightly trial-by-fire, the band rolled into the studio with GRAMMY-winning producer Dave Cobb and cut their self-titled debut live in barely 2 weeks. Jake and Co. Pave an unprecedented path rife with uncompromising fire, unbridled fearlessness and unmatched attitude, laying the groundwork for a rock movement beyond the established scope of the genre. Available on 180g vinyl with 11x11"" insert included.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,26.0123,33.012299999999996,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/17/4448717-3438089.jpg,FALSE,lb,20.0123,TRUE,TRUE,draft
fieldwork-thereupon-20250919,808713010916,Fieldwork - Thereupon LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Thereupon is the long-anticipated return of the jazz supergroup Fieldwork, which has been described by NPR as a ""power trio for the new century."" They are a long-standing collective of three celebrated innovators of contemporary music: alto saxophonist Steve Lehman, pianist Vijay Iyer, and drummer Tyshawn Sorey. Since their last release - Door in 2008 - all three musicians have climbed to the pinnacle of the jazz and improvised music scene, receiving universal critical acclaim and top awards such as MacArthur Fellowships and a Pulitzer Prize and have each individually helped reshape the language of creative music over the last two decades. As a group, they continue to explode the possibilities of collective improvisation. Fieldwork's music reflects the sum part of jazz, modern composition, African and South Asian music, underground hip-hop, electronica, and the influential music of Chicago's AACM, all funneled through a collective ethos. Their musical imagination is far ranging, with rigor, daring, and a unique aesthetic palette. Together they conjure a dense, visceral musical world, tightly unified and high-impact, with a mysterious inner logic. The performances on Thereupon captures their state-of-the art interplay; they listen deeply, responding to one another with a rare intensity that blurs the lines between composition and improvisation. With this new chapter, Fieldwork reaffirm their role as one of the era's most vital experimental units.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,25.2346,32.2346,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/36/4442936-3417837.jpg,FALSE,lb,19.2346,TRUE,TRUE,draft
